Front;Back;Tags
O que é **399 a.C.**?;Julgamento e morte de Sócrates;conhecimento-geral,historia
O que é **387 a.C.**?;Platão funda a Academia;conhecimento-geral,historia
O que é **335 a.C.**?;Aristóteles funda o Liceu;conhecimento-geral,historia
O que é **338 a.C.**?;Filipe II da Macedônia conquista a Grécia;conhecimento-geral,historia
O que é **146 a.C.**?;Roma destrói Corinto — fim da Grécia independente;conhecimento-geral,historia
O que é **753 a.C.**?;Fundação lendária de Roma por Rômulo e Remo;conhecimento-geral,historia
O que é **509 a.C.**?;"Queda da monarquia etrusca; fundação da República Romana";conhecimento-geral,historia
O que é **451 a.C.**?;Lei das Doze Tábuas — primeiro código legal romano;conhecimento-geral,historia
O que é **264-146 a.C.**?;Guerras Púnicas contra Cartago (Aníbal, 218 a.C., cruza os Alpes);conhecimento-geral,historia
O que é **133-31 a.C.**?;Crise da República — irmãos Graco, Mário, Sila, Júlio César;conhecimento-geral,historia
O que é **44 a.C.**?;"Assassinato de Júlio César; fim nominal da República";conhecimento-geral,historia
O que é **27 a.C.**?;Otaviano torna-se Augusto — início do Império Romano (Pax Romana, 27 a.C. — 180 d.C.);conhecimento-geral,historia
O que é **64 d.C.**?;"Grande Incêndio de Roma; perseguição de cristãos por Nero";conhecimento-geral,historia
O que é **122 d.C.**?;Muralha de Adriano na Britânia;conhecimento-geral,historia
O que é **212 d.C.**?;Édito de Caracala — cidadania romana a todos os homens livres do império;conhecimento-geral,historia
O que é **284-305 d.C.**?;"Diocleciano reorganiza o império (Tetrarquia); perseguição final aos cristãos";conhecimento-geral,historia
O que é **312 d.C.**?;"Constantino vê a cruz na Batalha da Ponte Mílvia; Edito de Milão legaliza o cristianismo";conhecimento-geral,historia
O que é **380 d.C.**?;Édito de Tessalônica — cristianismo torna-se religião oficial do império;conhecimento-geral,historia
O que é **395 d.C.**?;Divisão final do Império em Ocidental e Oriental;conhecimento-geral,historia
O que é **410 d.C.**?;Saque de Roma pelos visigodos de Alarico;conhecimento-geral,historia
O que é **476 d.C.**?;Queda do Império Romano do Ocidente (Rômulo Augusto deposto por Odoacro);conhecimento-geral,historia
O que é **476-800 d.C.**?;Período de descentralização, feudalismo incipiente e monasticismo;conhecimento-geral,historia
O que é **495-570 d.C.**?;Vida de Buda (no contexto asiático, paralelo temporal);conhecimento-geral,historia
O que é **570-632 d.C.**?;"Vida de Maomé; fundação do Islã";conhecimento-geral,historia
O que é **622 d.C.**?;Hégira — início do calendário islâmico;conhecimento-geral,historia
O que é **632-750 d.C.**?;Expansão islâmica: conquista do Oriente Médio, Norte da África, Península Ibérica (711);conhecimento-geral,historia
O que é **732 d.C.**?;Batalha de Tours/Poitiers — Carlos Martel detém avanço islâmico na Europa;conhecimento-geral,historia
O que é **750-1258 d.C.**?;Idade de Ouro Islâmica (Bagdá, Casa da Sabedoria, Avicena, Averróis, al-Khwarizmi);conhecimento-geral,historia
O que é **800 d.C.**?;Carlos Magno coroado Imperador do Sacro Império Romano-Germânico;conhecimento-geral,historia
O que é **843 d.C.**?;Tratado de Verdun — divisão do império carolíngio (origens da França e Alemanha);conhecimento-geral,historia
O que é **862 d.C.**?;Início da Rússia de Kiev (Rurik);conhecimento-geral,historia
O que é **900-1000 d.C.**?;Colonização viking da Islândia, Groenlândia e Terra Nova (Leif Erikson, c. 1000);conhecimento-geral,historia
O que é **962 d.C.**?;Oton I coroado — Sacro Império Romano-Germânico formalizado;conhecimento-geral,historia
O que é **988 d.C.**?;Cristianização da Rússia de Kiev (Vladimir, o Grande);conhecimento-geral,historia
O que é **1054 d.C.**?;Grande Cisma do Oriente (separação Igreja Católica Ortodoxa);conhecimento-geral,historia
O que é **1066 d.C.**?;Batalha de Hastings — conquista normanda da Inglaterra;conhecimento-geral,historia
O que é **1077 d.C.**?;Humilhação de Canossa — Henrique IV vs. Papa Gregório VII (Querela das Investiduras);conhecimento-geral,historia
O que é **1095-1291 d.C.**?;Cruzadas (Concilio de Clermont, Primeira Cruzada 1096-1099, Quarta Cruzada 1204, Cruzadas Bálticas);conhecimento-geral,historia
O que é **1137-1180 d.C.**?;Expansão do direito canônico e primeiras universidades: Bolonha (1088), Paris (1150), Oxford (1167);conhecimento-geral,historia
O que é **1187 d.C.**?;Saladino reconquista Jerusalém;conhecimento-geral,historia
O que é **1206 d.C.**?;Gengis Khan unifica os mongóis — início do maior império contíguo da história;conhecimento-geral,historia
O que é **1215 d.C.**?;Magna Carta na Inglaterra — limitação do poder real, origem do constitucionalismo;conhecimento-geral,historia
O que é **1227-1241 d.C.**?;Invasões mongóis na Europa (Batalha de Legnica) e Oriente Médio (saque de Bagdá, 1258);conhecimento-geral,historia
O que é **1240 d.C.**?;Invasão mongol da Rus' — domínio da Horda Dourada por 250 anos;conhecimento-geral,historia
O que é **1271-1295 d.C.**?;Viagens de Marco Polo à China;conhecimento-geral,historia
O que é **1291 d.C.**?;Queda de Acre — fim dos Estados Cruzados;conhecimento-geral,historia
O que é **1309-1377 d.C.**?;Cativeiro de Avignon (Papado em Avignon);conhecimento-geral,historia
O que é **1337-1453 d.C.**?;Guerra dos Cem Anos (Inglaterra vs. França);conhecimento-geral,historia
O que é **1347-1351 d.C.**?;"Peste Negra — 30-60% da população europeia morta; colapso do sistema feudal";conhecimento-geral,historia
O que é **1378-1417 d.C.**?;Grande Cisma do Ocidente (papas rivais em Roma e Avignon);conhecimento-geral,historia
O que é **1415 d.C.**?;"Batalha de Agincourt; vitória inglesa na Guerra dos Cem Anos";conhecimento-geral,historia
O que é **1389 d.C.**?;Batalha do Kosovo — ascensão otomana nos Bálcãs;conhecimento-geral,historia
O que é **1391 d.C.**?;"Massacre de judeus na Espanha; início da perseguição que culminaria na Inquisição";conhecimento-geral,historia
O que é **1431 d.C.**?;Joana d'Arc queimada na fogueira (reabilitada em 1456);conhecimento-geral,historia
O que é **1440 d.C.**?;Invenção da imprensa por Gutenberg (Bíblia de 42 linhas, 1455) — marco da transição para a Idade Moderna;conhecimento-geral,historia
O que é **1453 d.C.**?;Tomada de Constantinopla pelos turcos otomanos (Mehmed II) — fim do Império Bizantino e marco simbólico do fim da Idade Média;conhecimento-geral,historia
O que é **1440-1500**?;Renascimento italiano — Florença, Medici, humanismo cívico;conhecimento-geral,historia
O que é **1492**?;Cristóvão Colombo chega às Américas (patrocinado pelos Reis Católicos);conhecimento-geral,historia
O que é **1494**?;Tratado de Tordesilhas — divisão do mundo entre Portugal e Espanha;conhecimento-geral,historia
O que é **1498**?;Vasco da Gama chega à Índia (rota do Cabo);conhecimento-geral,historia
O que é **1517**?;95 Teses de Lutero — início da Reforma Protestante;conhecimento-geral,historia
O que é **1519-1522**?;Circunavegação de Magalhães-Elcano;conhecimento-geral,historia
O que é **1521**?;"Queda de Tenochtitlán (Cortés e astecas); início do domínio espanhol na América";conhecimento-geral,historia
O que é **1532**?;"Chegada dos portugueses ao Brasil; início da colonização";conhecimento-geral,historia
O que é **1543**?;Copérnico publica *De Revolutionibus Orbium Coelestium* — Revolução Copernicana;conhecimento-geral,historia
O que é **1545-1563**?;Concílio de Trento — Contrarreforma Católica;conhecimento-geral,historia
O que é **1555**?;"Paz de Augsburgo (""""cujus regio, eius religio"""")";conhecimento-geral,historia
O que é **1580**?;União Ibérica (Espanha e Portugal sob Felipe II);conhecimento-geral,historia
O que é **1588**?;Derrota da Invencível Armada Espanhola pela Inglaterra;conhecimento-geral,historia
O que é **1600**?;Giordano Bruno queimado pela Inquisição;conhecimento-geral,historia
O que é **1500-1800**?;Colonialismo europeu nas Américas (Espanha, Portugal, Inglaterra, França, Holanda);conhecimento-geral,historia
O que é **1565-1815**?;Galeões de Manila — comércio global prata-china;conhecimento-geral,historia
O que é **1602**?;Fundação da Companhia Holandesa das Índias Orientais (VOC);conhecimento-geral,historia
O que é **1619**?;Primeiros escravos africanos na Virgínia (América inglesa);conhecimento-geral,historia
O que é **1624-1642**?;Governo de Richelieu na França — centralização do Estado absolutista;conhecimento-geral,historia
O que é **1637-1643**?;Período Sakoku no Japão (isolamento nacional);conhecimento-geral,historia
O que é **1641**?;Captura de Malaca pelos holandeses;conhecimento-geral,historia
O que é **1644**?;"Queda da dinastia Ming; início da dinastia Qing na China (até 1912)";conhecimento-geral,historia
O que é **1648**?;"Paz de Vestfália — fim da Guerra dos Trinta Anos; nascimento do sistema de Estados-nação";conhecimento-geral,historia
O que é **1649**?;Execução de Carlos I na Inglaterra — Revolução Puritana (Cromwell);conhecimento-geral,historia
O que é **1652**?;Fundação da Cidade do Cabo pelos holandeses (África do Sul);conhecimento-geral,historia
O que é **1609**?;Galileu — observações telescópicas (luas de Júpiter, manchas solares);conhecimento-geral,historia
O que é **1620**?;Francis Bacon — *Novum Organum* (método científico indutivo);conhecimento-geral,historia
O que é **1628**?;William Harvey — circulação sanguínea;conhecimento-geral,historia
O que é **1637**?;"Descartes — *Discurso do Método* (""""Penso, logo existo"""")";conhecimento-geral,historia
O que é **1687**?;Newton — *Principia Mathematica* (leis do movimento, gravitação universal);conhecimento-geral,historia
O que é **1690**?;Locke — *Ensaio sobre o Entendimento Humano* (empirismo);conhecimento-geral,historia
O que é **1721**?;Montesquieu — *Cartas Persas*;conhecimento-geral,historia
O que é **1748**?;Montesquieu — *O Espírito das Leis* (separação de poderes);conhecimento-geral,historia
O que é **1751-1772**?;Enciclopédia de Diderot e d'Alembert;conhecimento-geral,historia
O que é **1759**?;Voltaire — *Cândido*;conhecimento-geral,historia
O que é **1762**?;Rousseau — *O Contrato Social* (soberania popular);conhecimento-geral,historia
O que é **1772**?;Partilhas da Polônia (Rússia, Prússia, Áustria);conhecimento-geral,historia
O que é **1776**?;"Adam Smith — *A Riqueza das Nações* (capitalismo moderno); Declaração de Independência dos EUA";conhecimento-geral,historia
O que é **1781**?;Kant — *Crítica da Razão Pura* (idealismo alemão);conhecimento-geral,historia
O que é **1789**?;Revolução Francesa — Queda da Bastilha (14 de julho);conhecimento-geral,historia
O que é **1765**?;Stamp Act — primeiras tensões coloniais;conhecimento-geral,historia
O que é **1773**?;Boston Tea Party;conhecimento-geral,historia
O que é **1787**?;Constituição dos EUA;conhecimento-geral,historia
O que é **1789-1791**?;Bill of Rights (10 primeiras emendas);conhecimento-geral,historia
O que é **1792**?;"Queda da monarquia; execução de Luís XVI (1793)";conhecimento-geral,historia
O que é **1793-1794**?;Reino do Terror (Robespierre, Comitê de Salvação Pública) — 40 mil executados;conhecimento-geral,historia
O que é **1799**?;Golpe 18 de Brumário — Napoleão Bonaparte assume o poder;conhecimento-geral,historia
O que é **1804**?;"Napoleão coroado Imperador; Código Napoleônico (influencia o Conhecimento-Geral/Direito-Digital/GDPR-e-Privacidade|direito civil até hoje)";conhecimento-geral,historia
O que é **1805**?;"Batalha de Trafalgar (derrota naval); Batalha de Austerlitz (vitória terrestre)";conhecimento-geral,historia
O que é **1806**?;Bloqueio Continental contra a Inglaterra;conhecimento-geral,historia
O que é **1812**?;Invasão napoleônica da Rússia — desastre;conhecimento-geral,historia
O que é **1814**?;"Abdicação de Napoleão; Congresso de Viena";conhecimento-geral,historia
O que é **1764**?;Spinning Jenny (Hargreaves);conhecimento-geral,historia
O que é **1769**?;Máquina a vapor (Watt);conhecimento-geral,historia
O que é **1785**?;Tear mecânico (Cartwright);conhecimento-geral,historia
O que é **1811-1816**?;Movimento Ludita — destruição de máquinas na Inglaterra;conhecimento-geral,historia
O que é **1825**?;Primeira ferrovia pública (Stockton-Darlington);conhecimento-geral,historia
O que é **1829**?;Locomotiva Rocket (Stephenson);conhecimento-geral,historia
O que é **1830-1840**?;Industrialização da Alemanha, França, Bélgica, EUA;conhecimento-geral,historia
O que é **1838**?;Primeira travessia transatlântica a vapor (SS Great Western);conhecimento-geral,historia
O que é **1833-1848**?;Leis das Fábricas no Reino Unido — regulação do trabalho infantil;conhecimento-geral,historia
O que é **1810-1825**?;Guerras de independência na América Espanhola (Simón Bolívar, San Martín, O'Higgins);conhecimento-geral,historia
O que é **1822**?;Independência do Brasil (Dom Pedro I);conhecimento-geral,historia
O que é **1848**?;Marx e Engels publicam o *Manifesto Comunista*;conhecimento-geral,historia
O que é **1849**?;Congresso de Frankfurt — tentativa frustrada de unificação alemã;conhecimento-geral,historia
O que é **1848-1849**?;"Repressão conservadora; exílio de líderes liberais";conhecimento-geral,historia
O que é **1815-1830**?;Santa Aliança (Rússia, Áustria, Prússia) — repressão ao liberalismo;conhecimento-geral,historia
O que é **1820-1824**?;Revoluções liberais no sul da Europa (Espanha, Portugal, Nápoles, Grécia);conhecimento-geral,historia
O que é **1821-1829**?;Independência da Grécia do Império Otomano;conhecimento-geral,historia
O que é **1830**?;"Revolução de Julho na França (Luís Filipe); Independência da Bélgica";conhecimento-geral,historia
O que é **1850-1860**?;Unificação italiana (Cavour, Garibaldi, Mazzini — Reino da Itália, 1861);conhecimento-geral,historia
O que é **1861**?;Abolição da servidão na Rússia (Alexandre II);conhecimento-geral,historia
O que é **1861-1865**?;Guerra Civil Americana (Abolição da escravatura, 1865);conhecimento-geral,historia
O que é **1862-1871**?;Unificação alemã (Bismarck — Império Alemão proclamado em 1871 em Versalhes);conhecimento-geral,historia
O que é **1867**?;Compromisso Austro-Húngaro — Império Dual;conhecimento-geral,historia
O que é **1871-1878**?;Kulturkampf de Bismarck contra a Igreja Católica;conhecimento-geral,historia
O que é **1870-1880**?;Corrida pela África — Conferência de Berlim (1884-1885) dividiu o continente africano entre potências europeias;conhecimento-geral,historia
O que é **1850-1900**?;Imperialismo na Ásia — Guerras do Ópio (China), Índia Britânica (Raj), Indochina Francesa, Indonésia Holandesa;conhecimento-geral,historia
O que é **1894-1895**?;Primeira Guerra Sino-Japonesa (Japão derrota China);conhecimento-geral,historia
O que é **1899-1901**?;Rebelião Boxer na China;conhecimento-geral,historia
O que é **1904-1905**?;Guerra Russo-Japonesa (Japão derrota Rússia — primeira potência asiática a derrotar uma europeia);conhecimento-geral,historia
O que é **1911**?;"Revolução Xinhai na China — queda da dinastia Qing; fundação da República da China (Sun Yat-sen)";conhecimento-geral,historia
O que é **1859**?;Darwin — *A Origem das Espécies* (seleção natural);conhecimento-geral,historia
O que é **1869**?;Mendeleev — tabela periódica;conhecimento-geral,historia
O que é **1876**?;Graham Bell — telefone;conhecimento-geral,historia
O que é **1882**?;Koch — descoberta do bacilo da tuberculose;conhecimento-geral,historia
O que é **1895**?;Roentgen — raios X;conhecimento-geral,historia
O que é **1896**?;"Radioatividade (Becquerel); Prêmios Nobel criados (1901)";conhecimento-geral,historia
O que é **1900**?;Freud — *A Interpretação dos Sonhos* (psicanálise);conhecimento-geral,historia
O que é **1905**?;"Einstein — Teoria da Relatividade Especial; fotoeletricidade; E=mc²";conhecimento-geral,historia
O que é **1912**?;Wegener — deriva continental (placas tectônicas);conhecimento-geral,historia
O que é **1913**?;Bohr — modelo atômico;conhecimento-geral,historia
O que é **1864**?;Primeira Internacional (Associação Internacional dos Trabalhadores);conhecimento-geral,historia
O que é **1884**?;Sufrágio feminino na Nova Zelândia (primeiro país, 1893);conhecimento-geral,historia
O que é **1893**?;Fundação do Partido Social-Democrata Alemão (SPD);conhecimento-geral,historia
O que é **1903**?;Início do movimento sufragista militante na Inglaterra (Pankhurst);conhecimento-geral,historia
O que é **1914**?;"Assassinato de Franz Ferdinand em Sarajevo (28 junho); declarações de guerra em cascata (julho-agosto); Batalha do Marne";conhecimento-geral,historia
O que é **1915**?;"Guerra de trincheiras; uso de gás venenoso (Ypres); genocídio armênio";conhecimento-geral,historia
O que é **1916**?;"Batalhas de Verdun e Somme (1 milhão de mortos cada); Revolta da Páscoa na Irlanda";conhecimento-geral,historia
O que é **1919**?;"Tratado de Versalhes — humilhação alemã; criação da Liga das Nações; Conferência de Paris redesenha fronteiras";conhecimento-geral,historia
O que é **1920**?;"Sufrágio feminino nos EUA (19ª Emenda); Primeira reunião da Liga das Nações";conhecimento-geral,historia
O que é **1921**?;Partido Comunista Chinês fundado em Xangai;conhecimento-geral,historia
O que é **1925**?;"*Mein Kampf* publicado; Julgamento de Scopes (evolução vs. criacionismo nos EUA)";conhecimento-geral,historia
O que é **1928**?;"Descoberta da penicilina (Fleming); Plano Quinquenal de Stalin (industrialização forçada)";conhecimento-geral,historia
O que é **1930-1933**?;"New Deal de Roosevelt; ascensão do nazismo";conhecimento-geral,historia
O que é **1936**?;"República espanhola; início da Guerra Civil Espanhola (1936-1939)";conhecimento-geral,historia
O que é **1939-1940**?;"Blitzkrieg na Polônia, Dinamarca, Noruega, Benelux, França (junho 1940); Batalha da Grã-Bretanha";conhecimento-geral,historia
O que é **50-80 milhões de mortos**?;6 milhões de judeus assassinados no Holocausto, 20 milhões de soviéticos, milhões de chineses, japoneses, alemães;conhecimento-geral,historia
O que é **1945-1946**?;Julgamentos de Nuremberg contra crimes de guerra nazistas;conhecimento-geral,historia
O que é **1949**?;"OTAN fundada; Revolução Comunista na China (Mao Tsé-Tung, 1 outubro); URSS testa bomba atômica; Alemanha dividida em RFA e RDA";conhecimento-geral,historia
O que é **1950-1953**?;"Guerra da Coreia (3 milhões de mortos; impasse no paralelo 38)";conhecimento-geral,historia
O que é **1954-1962**?;Guerra da Argélia (independência da França);conhecimento-geral,historia
O que é **1957**?;"Sputnik (primeiro satélite artificial); Tratado de Roma — CEE (Comunidade Econômica Europeia)";conhecimento-geral,historia
O que é **1962**?;Crise dos Mísseis em Cuba — ápice da tensão nuclear (13 dias);conhecimento-geral,historia
O que é **1964**?;"Guerra do Vietnã se intensifica (Golfo de Tonkin); Revolução dos Cravos (Portugal) viria depois, em 1974";conhecimento-geral,historia
O que é **1972**?;"Visita de Nixon à China; Acordos SALT I (limitação de armas); Massacre de Munique (OLP sequestra atletas israelenses)";conhecimento-geral,historia
O que é **1973**?;"Guerra do Yom Kippur; Golpe no Chile (Pinochet contra Allende)";conhecimento-geral,historia
O que é **1978-1982**?;Guerras do Chifre da África (Etiópia-Somália);conhecimento-geral,historia
O que é **1980-1988**?;Guerra Irã-Iraque (meio milhão de mortos);conhecimento-geral,historia
O que é **1981**?;"AIDS identificada pela primeira vez; assassinato de Sadat (Egito)";conhecimento-geral,historia
O que é **1969-1974**?;Movimento feminista de segunda onda (Simone de Beauvoir, Betty Friedan, Germaine Greer);conhecimento-geral,historia
O que é **1983**?;"Internet — TCP/IP torna-se protocolo padrão; Celulares começam a se popularizar";conhecimento-geral,historia
O que é **2025-2026**?;"Eleições nos EUA (Trump eleito presidente); avanços em modelos de raciocínio de IA (DeepSeek R1, GPT-5); agravamento da crise climática; aumento de eventos climáticos extremos; debate sobre AGI e alinhamento; nova corrida espacial (missões Artemis à Lua)";conhecimento-geral,historia
O que é **Mudanças climáticas**?;"Acordo de Paris (2015); COP anual; ativismo climático jovem (Greta Thunberg)";conhecimento-geral,historia
O que é **Revolução da IA**?;"ChatGPT, Gemini, Claude, DeepSeek; debates sobre Conhecimento-Geral/Etica/Etica-de-IA-e-Alinhamento|alinhamento e segurança; Conhecimento-Geral/Direito-Digital/EU-AI-Act|regulação europeia";conhecimento-geral,historia
O que é **Crise democrática global**?;ascensão do populismo, desinformação, erosão de instituições;conhecimento-geral,historia
O que é **Desigualdade econômica**?;concentração de riqueza, Conhecimento-Geral/Economia-Digital/Renda-Basica-Universal|Renda Básica Universal;conhecimento-geral,historia
O que é **Privacidade e vigilância**?;Conhecimento-Geral/Direito-Digital/GDPR-e-Privacidade|proteção de dados na era digital;conhecimento-geral,historia
O que é **Geopolítica multipolar**?;ascensão chinesa, guerra na Ucrânia, conflito Israel-Palestina, nova Guerra Fria tecnológica (EUA vs. China);conhecimento-geral,historia
O que é **Sincronia**?;estudo do estado de uma língua em um dado momento;conhecimento-geral,linguistica
O que é **Diacronia**?;estudo da evolução histórica de uma língua ao longo do tempo;conhecimento-geral,linguistica
O que é **Significante**?;a forma material do signo (a sequência sonora ou gráfica);conhecimento-geral,linguistica
O que é **Significado**?;o conceito mental associado à forma;conhecimento-geral,linguistica
O que é **Onomatopeias**?;"têm motivação parcial, mas ainda são convencionalizadas (o galo faz """"cocorocó"""" em português, """"cock-a-doodle-doo"""" em inglês)";conhecimento-geral,linguistica
O que é **Símbolos motivados**?;"como o desenho de uma cadeira para representar """"cadeira""""";conhecimento-geral,linguistica
O que é **Interpretação legítima**?;baseada na estrutura da obra e no contexto cultural;conhecimento-geral,linguistica
O que é **Superinterpretação**?;uso excessivo ou infundado de suspeitas hermenêuticas;conhecimento-geral,linguistica
O que é **Ato ilocucionário primário**?;a intenção indireta (ex.: pedido);conhecimento-geral,linguistica
O que é **Ato ilocucionário secundário**?;a forma literal (ex.: pergunta);conhecimento-geral,linguistica
O que é **O que é dito**?;significado literal da sentença;conhecimento-geral,linguistica
O que é **O que é implicado**?;significado adicional inferido a partir do contexto e das máximas;conhecimento-geral,linguistica
O que é **Reconhecimento de atos de fala**?;classificar enunciados quanto à sua força ilocucionária;conhecimento-geral,linguistica
O que é **Resolução de implicaturas**?;inferir significado não literal;conhecimento-geral,linguistica
O que é **Modelagem de diálogo**?;manter coerência conversacional;conhecimento-geral,linguistica
O que é **Hipertextualidade**?;discursos não-lineares com links e múltiplas camadas;conhecimento-geral,linguistica
O que é **Multimodalidade**?;integração de texto, imagem, áudio, vídeo;conhecimento-geral,linguistica
O que é **Interatividade**?;leitores tornam-se produtores (prosumers);conhecimento-geral,linguistica
O que é **Algoritmicidade**?;curadoria algorítmica do conteúdo visível;conhecimento-geral,linguistica
O que é **Plataformização**?;discursos moldados pela arquitetura das plataformas (Twitter/X, TikTok, YouTube);conhecimento-geral,linguistica
O que é **Crítica**?;"LLMs são """"quartos chineses"""" sofisticados — operam puramente na sintaxe";conhecimento-geral,linguistica
O que é **Defesa (IA forte)**?;o sistema *como um todo* (sala + regras) compreende;conhecimento-geral,linguistica
O que é **Posição conciliadora**?;a distinção sintaxe/semântica é gradiente, não binária;conhecimento-geral,linguistica
O que é **Skills Relacionadas**?;skills/README|Skills Hub;conhecimento-geral,literatura
O que é **Conceitos Correlatos**?;Conhecimento-Geral/INDEX|Conhecimento Geral;conhecimento-geral,literatura
O que é **Embeddings de palavras**?;$\mathbf{w} \in \mathbb{R}^{300}$ (GloVe, word2vec);conhecimento-geral,matematica
O que é **Features de observações**?;$\mathbf{x} \in \mathbb{R}^d$ em uma matriz de design $X \in \mathbb{R}^{m \times d}$;conhecimento-geral,matematica
O que é **Ativações de camadas ocultas**?;$\mathbf{a}^{(\ell)} \in \mathbb{R}^{d_\ell}$;conhecimento-geral,matematica
O que é **Gradientes**?;$\nabla_\theta \mathcal{L} \in \mathbb{R}^p$;conhecimento-geral,matematica
O que é **Norma $\ell_1$**?;$\|\mathbf{v}\|_1 = \sum_{i=1}^n |v_i|$ — usada em regularização Lasso (L1).;conhecimento-geral,matematica
O que é **Norma $\ell_\infty$**?;$\|\mathbf{v}\|_\infty = \max_i |v_i|$;conhecimento-geral,matematica
O que é **Norma $\ell_p$**?;$\|\mathbf{v}\|_p = \left(\sum_{i=1}^n |v_i|^p\right)^{1/p}$;conhecimento-geral,matematica
O que é **Simétrica**?;$\mathbf{A} = \mathbf{A}^\top$ (autovalores reais, diagonalizável por base ortogonal);conhecimento-geral,matematica
O que é **Ortogonal**?;$\mathbf{Q}^\top\mathbf{Q} = \mathbf{Q}\mathbf{Q}^\top = \mathbf{I}$ (preserva normas);conhecimento-geral,matematica
O que é **Positiva-definida**?;$\mathbf{x}^\top\mathbf{A}\mathbf{x} > 0$ para todo $\mathbf{x} \neq \mathbf{0}$ (autovalores positivos);conhecimento-geral,matematica
O que é **Diagonal**?;$a_{ij} = 0$ para $i \neq j$ (operações eficientes);conhecimento-geral,matematica
O que é **Estocástica**?;colunas somam a 1 (usada em PageRank e cadeias de Markov);conhecimento-geral,matematica
O que é **Núcleo (kernel)**?;$\ker(T) = \{\mathbf{v} \in \mathbb{R}^n : T(\mathbf{v}) = \mathbf{0}\}$;conhecimento-geral,matematica
O que é **Imagem**?;$\text{Im}(T) = \{T(\mathbf{v}) : \mathbf{v} \in \mathbb{R}^n\}$;conhecimento-geral,matematica
O que é **Autovalor positivo**?;expansão na direção do autovetor;conhecimento-geral,matematica
O que é **Autovalor negativo**?;reversão de direção + expansão;conhecimento-geral,matematica
O que é **Autovalor zero**?;a direção é mapeada ao núcleo (informação perdida);conhecimento-geral,matematica
O que é **Autovalor complexo**?;rotação no plano correspondente;conhecimento-geral,matematica
O que é **Vantagem**?;atualizações muito rápidas, escapa de mínimos locais rasos;conhecimento-geral,matematica
O que é **Desvantagem**?;alta variância no gradiente, convergência ruidosa;conhecimento-geral,matematica
O que é **Simbólica**?;manipula expressões algébricas (exatas, mas pode explodir);conhecimento-geral,matematica
O que é **Numérica**?;diferenças finitas $f'(x) \approx \frac{f(x+h) - f(x)}{h}$ (simples, mas instável);conhecimento-geral,matematica
O que é **Automática**?;decompõe a função em operações elementares e aplica a regra da cadeia (exata e eficiente);conhecimento-geral,matematica
O que é **Otimizador**?;AdamW (Adam + weight decay desacoplado);conhecimento-geral,matematica
O que é **Schedule**?;cosine decay com warmup linear (tipicamente 2000 passos de warmup);conhecimento-geral,matematica
O que é **Batch size**?;centenas de milhares a milhões de tokens;conhecimento-geral,matematica
O que é **Paralelismo**?;data parallelism, model parallelism, pipeline parallelism;conhecimento-geral,matematica
O que é **Mixed precision**?;FP16/BF16 para reduzir memória e acelerar;conhecimento-geral,matematica
O que é **Gradient accumulation**?;simular batches grandes com memória limitada;conhecimento-geral,matematica
O que é **Gradient clipping**?;limitar a norma do gradiente a $\tau$ (tipicamente 1.0);conhecimento-geral,matematica
O que é **equação diferencial**?;equação que envolve uma função desconhecida e suas derivadas;conhecimento-geral,matematica
O que é **Gradiente descendente**?;a dinâmica do treinamento é uma EDO no espaço de parâmetros;conhecimento-geral,matematica
O que é **Neural ODEs**?;modelos contínuos no tempo que generalizam redes residuais;conhecimento-geral,matematica
O que é **Modelos generativos**?;equações de difusão (diffusion models) são EDPs;conhecimento-geral,matematica
O que é **Otimização contínua**?;fluxos de gradiente, momentum, Nesterov;conhecimento-geral,matematica
O que é **Lei de Newton**?;$F = ma = m\ddot{x}$ é uma EDO de 2ª ordem;conhecimento-geral,matematica
O que é **Decaimento radioativo**?;$dN/dt = -\lambda N$ (EDO linear de 1ª ordem);conhecimento-geral,matematica
O que é **Lei de resfriamento de Newton**?;$dT/dt = -k(T - T_{\text{amb}})$;conhecimento-geral,matematica
O que é **Circuitos elétricos**?;Leis de Kirchhoff produzem EDOs para corrente/carga;conhecimento-geral,matematica
O que é **Equação de Schrödinger**?;EDP fundamental da mecânica quântica;conhecimento-geral,matematica
O que é **Crescimento logístico**?;$dN/dt = rN(1 - N/K)$ — população com capacidade de suporte $K$;conhecimento-geral,matematica
O que é **Modelo presa-predador**?;Lotka-Volterra (sistema de EDOs);conhecimento-geral,matematica
O que é **Modelos epidêmicos**?;SIR, SEIR, SIS;conhecimento-geral,matematica
O que é **Farmacocinética**?;modelos compartmentais de absorção/distribuição de fármacos;conhecimento-geral,matematica
O que é **Dinâmica de redes neurais**?;equações de Hodgkin-Huxley, Wilson-Cowan;conhecimento-geral,matematica
O que é **Black-Scholes**?;EDP para precificação de opções, transformável na equação do calor;conhecimento-geral,matematica
O que é **Modelagem de taxa de juros**?;Vasicek, CIR (EDOs estocásticas);conhecimento-geral,matematica
O que é **Otimização de portfólio**?;equação de Hamilton-Jacobi-Bellman (EDP);conhecimento-geral,matematica
O que é **ResNets como discretização de EDOs**?;$h_{n+1} = h_n + f(h_n)$ corresponde ao método de Euler;conhecimento-geral,matematica
O que é **Normalizing flows contínuos**?;CNF (Continuous Normalizing Flow) usa Neural ODEs;conhecimento-geral,matematica
